,Step,Stock_Flow,Filler_Flow,Steam_Pressure,Machine_Speed,Headbox_Pressure,Basis_Weight,Target_BW,BW_Upper_Limit,BW_Lower_Limit,Moisture,Ash,Caliper,Stabilization_Time,Off_Spec,Future_Basis_Weight,Future_Moisture,Future_Ash,Future_OffSpec,BW_Error,BW_Error_Percent,Distance_To_Upper,Distance_To_Lower,Basis_Weight_Lag1,Basis_Weight_Lag2,Stock_Flow_Lag1,Stock_Flow_Lag2,Steam_Pressure_Lag1,Steam_Pressure_Lag2,Machine_Speed_Lag1,Machine_Speed_Lag2,Moisture_Lag1,Moisture_Lag2,Ash_Lag1,Ash_Lag2,Caliper_Lag1,Caliper_Lag2,Stock_Flow_ROC,Steam_Pressure_ROC,Machine_Speed_ROC,Basis_Weight_ROC,Moisture_ROC,Basis_Weight_RollingMean,Moisture_RollingMean,Steam_Pressure_RollingMean,Machine_Speed_RollingMean,Basis_Weight_RollingStd,Moisture_RollingStd,Steam_Pressure_RollingStd,Machine_Speed_RollingStd,StockFlow_Deviation,Steam_Deviation,Speed_Deviation,Steam_x_Speed,Stock_x_Filler,Steam_per_Stock,Speed_per_Stock,Moisture_per_BW,Ash_per_BW,Transition_Progress,Near_OffSpec
Moisture,-0.026091550552415205,0.7687045548483136,0.7794823818510079,0.7488740622688744,-0.7912183780774058,0.7688352248840302,0.8250591258700293,0.12790919721729146,0.1279091972172918,0.12790919721729282,1.0,0.40546492628240915,0.8473490306260336,0.02212062813566018,0.13534912096137816,0.7536708436195143,0.7582337833748668,0.3885515385485293,0.14998639509420814,0.5732573264249219,0.5305323784104057,-0.5642429338968492,0.5823474630951985,0.833109637588395,0.8390271685969121,0.7714740269966845,0.7735669744920927,0.7528300518128466,0.7558807868650768,-0.7929512612089237,-0.7940175127862534,0.926521804150646,0.8720227216048445,0.4070701605352076,0.4095899044414607,0.8504669757584292,0.8513223117614528,-0.01388820742246009,-0.016361188473948213,0.006451653126831384,-0.13342516245033553,0.18273979591030257,0.8280695099439009,0.9314155420527107,0.7605537680988499,-0.7966919619255347,0.03785908992892136,0.011353472136471547,0.03562847097197097,-0.028388363490358694,0.3728261099919824,0.37645243743064205,-0.41801949386473164,0.5022667260475583,0.7879135974192524,-0.46661256220693564,-0.7566562289735541,-0.7236206348328837,-0.76733079988087,-0.026091550552415525,0.12495324228274796
Ash,-0.04024075684385828,0.3738976488131874,0.5297805449806569,0.4555989233709766,-0.5383708489032853,0.37496598684695104,0.4743408529028378,0.20477113021728116,0.2047711302172812,0.2047711302172828,0.40546492628240915,1.0,0.47128221854632946,0.03648325321136384,-0.04759331448152202,0.46330612660461784,0.41814169566756987,0.7010417118447747,-0.024041576767645866,0.229296951584001,0.23598085945570219,-0.22279067313768533,0.2359011849477359,0.4752268738163329,0.4744640023102966,0.38052768456600256,0.3832769752011556,0.4524172402975548,0.44931613717062824,-0.5353748261426301,-0.5319442280406843,0.4028977188910547,0.3990213295142728,0.879073374157485,0.8064866609162139,0.4684225877767341,0.46469328299140106,-0.039059669796558456,0.019343940968595156,-0.02734578449371348,-0.0006625172904483351,0.00485247300702673,0.4741799817665452,0.4237156104245964,0.4521770832881511,-0.5343816269974717,0.06052121255151628,0.03478649475129629,-0.021403309725491173,0.017878145576710518,0.3765186935362117,0.4338876702876371,-0.4352032086371474,0.15100172598509326,0.48864848925481374,0.13498035845037581,-0.3742622742542322,-0.3699720273940566,-0.25367211055084804,-0.04024075684385784,-0.04265885273572984
Caliper,-0.053416991620331165,0.95235744026127,0.9583427484642343,0.9498622791830905,-0.961987396695757,0.9524416616632612,0.9899520726064929,0.17560431823731992,0.17560431823731884,0.17560431823732028,0.8473490306260336,0.47128221854632946,1.0,-0.0021207655078736417,0.16713298843521454,0.9210401289956986,0.832266017269926,0.44270257953530934,0.17885157272355814,0.6709148751588117,0.6108780788687311,-0.6598756619307602,0.6820541460345995,0.9942980838819095,0.9968261738588876,0.9540579589684831,0.9552520009327745,0.9513368658509364,0.9525805225291948,-0.9627687239207209,-0.9632364330250011,0.8415635689049082,0.8339111702618288,0.47233447515419696,0.47363094746192386,0.998883752999733,0.9959554962946758,-0.005836223792209446,-0.002724233890541009,-0.00228393821815608,-0.05800297781525271,0.00898188235993761,0.9911454530672845,0.8791467053978751,0.9588629346793505,-0.9665130816467676,0.051060295047998853,0.02931643973953835,-0.015351173005712176,-0.006940517398790446,0.539414726955365,0.5442054218588398,-0.57660744148375,0.7326079180709357,0.9641660868011115,-0.5066006110572818,-0.9444934355129541,-0.952628073363675,-0.9446063422775476,-0.053416991620331596,0.16010338915925146
Stabilization_Time,-0.007651932456623264,0.005992815169278662,0.021690764444537384,-0.06298272811320124,0.003938519050875496,0.005907192776720228,-0.0004418707969223031,0.0021934817029872116,0.0021934817029872593,0.002193481702987209,0.02212062813566018,0.03648325321136384,-0.0021207655078736417,1.0,0.016992325853301505,-0.0010753394661532118,0.0061525107020643415,0.0007532258393796196,0.007821864062988501,-0.002035446859280078,-0.00033431797926830923,0.0020534355739189472,-0.0020165609135188037,-0.0022749808479433503,-0.002437175876507985,0.0005509157797560599,9.340011718196225e-05,-0.0011140310427033098,-0.0016259807163556041,0.0030126580476397837,0.0021676468198932475,-0.0032890659398793296,-0.006436510771621553,-0.005905206355576616,-0.00035236212192405847,-0.0029582499563373305,-0.0029745765664210746,0.03485119792528994,-0.33486705620938817,0.006680546609212248,0.023954497094360868,0.06549940825886368,-0.00152963703364768,0.0005473361368104231,-0.013810143358005577,0.002694403411410565,0.02269054320377257,0.0013857176185559873,0.20855965768843146,0.016940558257706857,0.008021008794436986,-0.0346707558026563,-0.00211702631130662,-0.15007605442926147,0.014161782385150387,-0.23870501217258006,-0.0014811795318879675,0.004090510122328108,0.005670531707826994,-0.007651932456623278,0.016946671450182547
Off_Spec,-0.19706446199010444,0.17337116474446443,0.1455359169423115,0.15222876308073305,-0.14466158662245873,0.17292482859134015,0.15966389502769673,0.009676082786987575,0.009676082786987294,0.009676082786987302,0.13534912096137816,-0.04759331448152202,0.16713298843521454,0.016992325853301505,1.0,0.1003203942667448,0.11442749659960412,-0.05742797564502494,0.5875471432923718,0.12245608864737877,0.1344157621264534,-0.1208637175796578,0.12405686694180551,0.1609878360403825,0.16361336353348077,0.1754352038449451,0.1773754582396163,0.15486841404578566,0.15806288216346548,-0.14717248133417923,-0.14975018791947944,0.13673226021508558,0.13977783290373652,-0.04231566319271714,-0.035245152692293995,0.16885725610688332,0.17127165520336643,-0.012367723206620402,-0.013592866409734164,0.018810048484069603,-0.020652520162525,-0.004094010143060046,0.1653545260478652,0.14889383042641074,0.15939657174347183,-0.15016772632186542,0.008020162135854879,-0.005009884395804171,0.03435122449929183,0.015884431850704196,0.1089885806884706,0.08916998610725764,-0.1036356806319841,0.1641539158421236,0.14675677223248226,-0.19048038404696999,-0.19227453600055677,-0.19801030794913832,-0.21349458283407835,-0.19706446199010574,0.8987453788468981
Future_Basis_Weight,-0.043028492886469406,0.939772361965632,0.9473407308789045,0.9382056151725318,-0.9434151608931124,0.9398630643461579,0.94535627057092,0.21998595511763785,0.2199859551176371,0.21998595511763952,0.7536708436195143,0.46330612660461784,0.9210401289956986,-0.0010753394661532118,0.1003203942667448,1.0,0.8330744984735434,0.47033559687942267,0.1584167379953239,0.6007334970687467,0.5426597044497125,-0.5896641140608244,0.6119201101740307,0.9397555248639108,0.9337888806809251,0.9387245767044442,0.9377220805840767,0.9375965792528346,0.9365350788132004,-0.942008768156847,-0.9405730729468157,0.7396723411624446,0.7245373860651809,0.4615449518390097,0.45950558333729946,0.910408171110631,0.8993967759314047,0.012845069397487635,0.008674661326728856,-0.017240618099501104,0.14749687436499775,0.03336254424014281,0.9429930339234225,0.7744883009990726,0.9428321955749204,-0.9436794094933714,0.056352673025339535,0.02906069231757633,-0.014522794001185746,0.0006383481531713444,0.569332845062625,0.574115633688115,-0.6034020054118102,0.7343787076526744,0.9526723266191618,-0.49582601456958914,-0.9289602000318801,-0.9174788012139767,-0.8988333347776132,-0.04302849288646988,0.09678578611586916
Future_Moisture,-0.024551968444366783,0.8084361488475492,0.8193780779419477,0.7936730683114093,-0.8266497488661531,0.8084816313165805,0.839325740102741,0.1487121087168871,0.1487121087168872,0.1487121087168875,0.7582337833748668,0.41814169566756987,0.832266017269926,0.0061525107020643415,0.11442749659960412,0.8330744984735434,1.0,0.40751367314132725,0.13845081117217392,0.5689639758881178,0.5254125215360805,-0.5596061821815813,0.5784065311863141,0.8386324354016949,0.8368628201828516,0.8092261159631668,0.8096916624456764,0.795771728791981,0.7968127506924382,-0.8267490277980645,-0.8266805814848057,0.7359530940288397,0.7181999350109665,0.4169254165859943,0.41557757273545587,0.8269465976529558,0.820619810266716,-0.0005034583253970222,-0.006867370525235158,-0.005223441086556129,0.039672482263923885,0.053774990058850204,0.8388865938783285,0.7651416466344008,0.8016025225610607,-0.8294346046090312,0.05634814021440607,0.023602093308249073,-0.014535037808794886,-0.008113691159520011,0.4087594334924942,0.4143145565412522,-0.4524631612391462,0.5546261889375234,0.8278177334630448,-0.4693514137646449,-0.7949041253766576,-0.7824504563160485,-0.7815511984678964,-0.0245519684443668,0.10829695140359002
Future_Ash,-0.0438839295273826,0.3750448259929494,0.48706157383397125,0.4313234961731203,-0.5135455329304082,0.37600500237002565,0.4549277584063873,0.21916087511798574,0.2191608751179863,0.21916087511798582,0.3885515385485293,0.7010417118447747,0.44270257953530934,0.0007532258393796196,-0.05742797564502494,0.47033559687942267,0.40751367314132725,1.0,-0.0482201218739526,0.20251335687133112,0.2129855088154512,-0.19604367493941197,0.20908642511683362,0.45136497252764374,0.4473480834981811,0.37299142085325776,0.3697623909264626,0.42777980390245257,0.4237263932994453,-0.5100557937492451,-0.5066363188184282,0.38543218335782964,0.3796898289959071,0.6866133192209308,0.6789539087733812,0.4372060033402224,0.431505142115858,0.015129888728789176,0.0213614108068158,-0.03153004616263735,0.07519720264719468,0.006537715622793861,0.44959049951443947,0.4031857713435979,0.4265096907687476,-0.5084495136888995,0.078755802090511,0.0345210817971453,-0.004707771196358731,0.024803747435829037,0.3834515044591058,0.425135203323382,-0.42803473695733063,0.13440588008223683,0.46564341156249445,0.0437089441628964,-0.3675825351174821,-0.35509864231068733,-0.2814440068787662,-0.043883929527382605,-0.04645341793470482
Future_OffSpec,-0.1817900781300952,0.1803280360559753,0.15674827904998603,0.16310143008812505,-0.1536614153920997,0.1801077555209604,0.16999060260065676,0.010191195003910847,0.010191195003910417,0.010191195003910459,0.14998639509420814,-0.024041576767645866,0.17885157272355814,0.007821864062988501,0.5875471432923718,0.1584167379953239,0.13845081117217392,-0.0482201218739526,1.0,0.1304608776443966,0.13809527462521157,-0.12876663231683488,0.1321640280579664,0.1729185930408982,0.1756937514842467,0.18293163311279137,0.1855157536500252,0.16547804365139118,0.16816320825949269,-0.15637226352871023,-0.15928194518279112,0.15267467017798605,0.1537894477622608,-0.020307115840622017,-0.019355156459131644,0.18117732257898975,0.1833686687237502,-0.015491438483270085,-0.01173741864016544,0.01998401761749381,-0.03627881284390047,-0.008125203331256051,0.17615850221280976,0.163903819296182,0.16955953346360877,-0.15957592717505575,0.03736495302685087,0.007355186799806958,0.039333858355256074,0.009855173067949793,0.11561951675424186,0.0975310506521656,-0.11138807572485541,0.17253194419629617,0.15759695582754904,-0.17438334756697943,-0.19536485030687525,-0.2017581263051087,-0.2144447419792094,-0.18179007813009693,0.5234243031333591
BW_Error,-0.043896533946231796,0.6201396174950539,0.6065955866173326,0.6260871695208496,-0.6576450450658786,0.6203175069750109,0.6624651946589731,-0.6036175229832482,-0.6036175229832484,-0.6036175229832514,0.5732573264249219,0.229296951584001,0.6709148751588117,-0.002035446859280078,0.12245608864737877,0.6007334970687467,0.5689639758881178,0.20251335687133112,0.1304608776443966,1.0,0.9812880487955717,-0.9998866665633642,0.999881317485867,0.6684260207668576,0.6733851185146726,0.6296771900775205,0.639296580776138,0.6368283941541982,0.647409817239971,-0.6677813739483147,-0.6778051840207177,0.5674131075283659,0.5607574896679697,0.23542222304548827,0.24039812397328145,0.6716282992464996,0.6714061254985089,-0.05679895267322697,-0.055346875273622816,0.07326934958470123,-0.05874526901411154,0.012393825549241906,0.6782918128521734,0.5986026172113295,0.6516927909006355,-0.6800525980651522,0.08028457413077221,0.00786876047251413,-0.006816066213303786,0.01140669510309395,-0.1147070999121397,-0.11483900612000189,0.11139366412980828,0.4309045574047168,0.623282436112841,-0.2970114520535224,-0.6153054584635924,-0.619661149222606,-0.6280292800539261,-0.04389653394623212,0.1102980706155377
BW_Error_Percent,-0.1703501143880665,0.5567913611257398,0.5502912545004922,0.5603764305571407,-0.604801657111674,0.5569863572426631,0.6015175705815701,-0.6439970888047218,-0.6439970888047214,-0.643997088804722,0.5305323784104057,0.23598085945570219,0.6108780788687311,-0.00033431797926830923,0.1344157621264534,0.5426597044497125,0.5254125215360805,0.2129855088154512,0.13809527462521157,0.9812880487955717,1.0,-0.9821526112457744,0.980173051507265,0.6078427679115869,0.6132555896653425,0.5667708298080864,0.576811253168889,0.5713257389292616,0.582122271122913,-0.6153180728068022,-0.6257173937697529,0.5256840992416965,0.5201360666048754,0.24138359319963604,0.2457858351705559,0.6121788851093466,0.6126321403519762,-0.060023560371387036,-0.05678587515533414,0.07669793807152361,-0.06326397696535951,0.01012077046795966,0.6186751676000269,0.555898350958187,0.5860220098158525,-0.6277996895502866,0.10119018364195134,0.01231331094675498,0.004109069576213083,0.027239646450193996,-0.17003032745259936,-0.17012394723656674,0.17088095077910298,0.3582476063552573,0.5623665332091028,-0.271594149648028,-0.5577326244905886,-0.5604247934224231,-0.5652955222025187,-0.1703501143880682,0.12115392898330125
Distance_To_Upper,0.04339121791158167,-0.6086871703921085,-0.5948777632571262,-0.6147933860912999,0.6465587642662755,-0.6088661266713854,-0.6511124997042822,0.6155521001019439,0.6155521001019384,0.6155521001019393,-0.5642429338968492,-0.22279067313768533,-0.6598756619307602,0.0020534355739189472,-0.1208637175796578,-0.5896641140608244,-0.5596061821815813,-0.19604367493941197,-0.12876663231683488,-0.9998866665633642,-0.9821526112457744,1.0,-0.9995360566725415,-0.6571862526674055,-0.6622706286433969,-0.6183581205663182,-0.6281102735326946,-0.6256623007431387,-0.6363732390126715,0.6568367620767812,0.6670034574514211,-0.5585742667816929,-0.5521008706394638,-0.22894778364745597,-0.23396612676200282,-0.66074186626062,-0.6606834624688892,0.057705503821681055,0.05611081810779972,-0.07445605609285667,0.06055036174135456,-0.012003238408093714,-0.6672142336463104,-0.5894588401299579,-0.640582238941428,0.6692119679155929,-0.08017910036608926,-0.007402423443743349,0.0066027072845671496,-0.011758517639400536,0.1276918022906311,0.1278896836530725,-0.1250522101726239,-0.4214414750089523,-0.611645914915583,0.29039129349742304,0.6039767134969852,0.6084027228234521,0.6171438023638367,0.04339121791158164,-0.10865430060357803
